"","lon_grid","lat_grid","ano","mes","xco2_mean","uncertanty_mean","xco2_sd","nobs","xco2_se"
"326",-51.25,-12.75,2016,2,399.122100830078,0.536876584092776,0,6,0
"327",-51.25,-12.5,2016,2,399.86767578125,0.554375648498535,NA,1,NA
"328",-51,-29.75,2016,2,401.874053955078,0.506342172622681,NA,1,NA
"329",-51,-29.5,2016,2,402.696899414062,0.491503513776339,0,13,0
"330",-51,-29.25,2016,2,403.287536621094,0.520463854074478,0,8,0
"331",-51,-14.75,2015,2,394.391571044922,0.491070169955492,0,8,0
"332",-51,-13,2016,2,402.191467285156,0.63289812207222,0,2,0
"333",-51,-12.75,2016,2,403.682098388672,0.522696733474731,0,2,0
"334",-50.75,-31,2015,2,395.149475097656,0.455787012974421,0,6,0
"335",-50.75,-30.25,2015,2,394.829193115234,0.395180782303214,0,16,0
"336",-50.75,-30.25,2016,2,400.547546386719,0.409185688132825,0,23,0
"337",-50.75,-30,2016,2,402.242736816406,0.421105683614046,0,39,0
"338",-50.75,-29.75,2016,2,401.814300537109,0.417683206285749,0,35,0
"339",-50.75,-29.5,2016,2,401.919525146484,0.445302069187164,0,6,0
"340",-50.75,-16.25,2015,2,394.743347167969,0.551751659675078,0,11,0
"341",-50.75,-16.25,2016,2,403.416168212891,0.484818994998932,NA,1,NA
"342",-50.75,-16,2015,2,395.467132568359,0.496882572770119,0,2,0
"343",-50.75,-8.75,2016,2,403.288787841797,0.364263080060482,0,20,0
"344",-50.75,-8.5,2016,2,403.152191162109,0.36210275049937,0,59,0
"345",-50.75,-8.25,2016,2,403.815124511719,0.370813116983131,0,27,0
"346",-50.75,-2,2016,2,399.427703857422,0.401859115809202,0,16,0
"347",-50.5,-23.75,2015,2,395.773559570312,0.478439390659332,0,4,0
"348",-50.5,-23.75,2016,2,400.464721679688,0.591132491827011,0,2,0
"349",-50.5,-23.5,2015,2,396.079925537109,0.609086483716965,0,2,0
"350",-50.5,-23,2016,2,400.951171875,0.648436963558197,NA,1,NA
"351",-50.5,-16.75,2015,2,395.024810791016,0.42941290140152,NA,1,NA
"352",-50.5,-11.25,2015,2,395.998565673828,0.451575964689255,0,11,0
"353",-50.5,-11,2016,2,403.500274658203,0.536003895103931,0,12,0
"354",-50.5,-10.75,2016,2,400.9111328125,0.585432112216949,NA,1,NA
"355",-50.5,-10.25,2016,2,401.686401367188,0.466674476861954,0,2,0
"356",-50.5,-3.25,2016,2,401.203460693359,0.43120513856411,0,2,0
"357",-50.5,-3,2016,2,399.760314941406,0.414481788873672,0,2,0
"358",-50.5,-2.75,2016,2,400.563751220703,0.429675213992596,0,12,0
"359",-50.5,-2,2016,2,400.276824951172,0.402976095676422,0,5,0
"360",-50.25,-25.25,2015,2,397.291381835938,0.485575288534164,NA,1,NA
"361",-50.25,-24.25,2016,2,400.43212890625,0.670841097831726,NA,1,NA
"362",-50.25,-12.5,2015,2,400.197448730469,0.489799793809652,0,16,0
"363",-50.25,-12.25,2015,2,397.989959716797,0.471945841584289,0,57,0
"364",-50.25,-12,2015,2,400.231140136719,0.464273765954104,0,55,0
"365",-50.25,-11.75,2015,2,398.460174560547,0.484522504465921,0,42,0
"366",-50.25,-11.5,2015,2,398.622192382812,0.517630090316137,0,3,0
"367",-50.25,-11.25,2016,2,402.333801269531,0.565188929438591,0,8,0
"368",-50.25,-11,2016,2,401.944702148438,0.533541831705305,0,9,0
"369",-50.25,-10.75,2016,2,401.302215576172,0.591730117797852,NA,1,NA
"370",-50.25,-10.25,2016,2,400.989440917969,0.566384851932526,NA,1,NA
"371",-50.25,-4.25,2016,2,400.982879638672,0.359673215584321,0,11,0
"372",-50.25,-4,2016,2,401.185974121094,0.369747132062912,NA,1,NA
"373",-50.25,-3.75,2016,2,400.278503417969,0.401501482725143,0,5,0
"374",-50,-25.75,2015,2,395.987152099609,0.569414039452871,0,3,0
"375",-50,-15,2016,2,401.611267089844,0.566319644451141,0,3,0
"376",-50,-14.75,2016,2,401.201934814453,0.614357650279999,0,2,0
"377",-50,-12.5,2015,2,396.259857177734,0.529048308730125,0,2,0
"378",-50,-12,2016,2,399.978210449219,0.550050973892212,NA,1,NA
"379",-50,-5.25,2016,2,400.2275390625,0.489352415005366,0,3,0
"380",-50,-5,2016,2,401.130340576172,0.513361270057744,0,29,0
"381",-50,-4.75,2016,2,399.997344970703,0.527710342407227,0,5,0
"382",-50,-4.5,2016,2,400.580902099609,0.391095270128811,0,17,0
"383",-49.75,-27.25,2015,2,395.545349121094,0.508814454078674,0,2,0
"384",-49.75,-27,2015,2,395.649597167969,0.46604408621788,0,5,0
"385",-49.75,-26.75,2015,2,395.941528320312,0.476110703415341,0,9,0
"386",-49.75,-26.5,2015,2,396.220550537109,0.477474674582481,0,2,0
"387",-49.75,-20.25,2016,2,399.804931640625,0.54454505443573,NA,1,NA
"388",-49.75,-15.75,2016,2,401.810882568359,0.535480618476868,NA,1,NA
"389",-49.5,-27.5,2015,2,398.639251708984,0.480939954519272,NA,1,NA
"390",-49.5,-21.75,2016,2,401.086181640625,0.622435212135315,NA,1,NA
"391",-49.5,-21.5,2016,2,400.336639404297,0.496513947844505,0,2,0
"392",-49.5,-16,2015,2,400.421966552734,0.555363357067108,NA,1,NA
"393",-49.5,-16,2016,2,399.105285644531,0.485562373291362,0,11,0
"394",-49.5,-15.75,2015,2,399.307250976562,0.515153871132777,0,13,0
"395",-49.5,-15.75,2016,2,398.722900390625,0.506690640002489,0,8,0
"396",-49.5,-15.5,2015,2,399.605285644531,0.543595746159554,0,6,0
"397",-49.5,-15.5,2016,2,399.955718994141,0.505486249923706,NA,1,NA
"398",-49.5,-15.25,2015,2,399.918151855469,0.630876839160919,0,7,0
"399",-49.5,-15,2015,2,400.246215820312,0.549946431232535,0,23,0
"400",-49.5,-15,2016,2,400.615081787109,0.50917449593544,0,5,0
"401",-49.5,-14.75,2015,2,399.449096679688,0.723730027675629,NA,1,NA
"402",-49.5,-14.75,2016,2,400.053100585938,0.4658319387171,0,9,0
"403",-49.5,-14.5,2016,2,399.709991455078,0.48127406835556,NA,1,NA
"404",-49.5,-14.25,2016,2,400.205383300781,0.513551816344261,0,2,0
"405",-49.5,-8.5,2016,2,401.390167236328,0.381631182772773,0,7,0
"406",-49.5,-7.75,2016,2,400.405944824219,0.573256306350231,0,8,0
"407",-49.5,-7.5,2016,2,399.182373046875,0.632932901382446,0,2,0
"408",-49.5,-7.25,2016,2,399.767120361328,0.557929226330348,0,7,0
"409",-49.5,-1.5,2016,2,402.291809082031,0.38847712179025,0,6,0
"410",-49.25,-28.75,2016,2,401.383636474609,0.409502981674103,0,21,0
"411",-49.25,-28.5,2016,2,400.339630126953,0.464416142304738,0,15,0
"412",-49.25,-28.25,2016,2,399.562835693359,0.490797705948353,0,4,0
"413",-49.25,-23.75,2015,2,396.452423095703,0.51229964196682,0,10,0
"414",-49.25,-21.75,2016,2,401.195983886719,0.501955687999725,NA,1,NA
"415",-49.25,-21.5,2016,2,401.849273681641,0.413883149623871,NA,1,NA
"416",-49.25,-16,2015,2,396.058807373047,0.536317112354132,0,13,0
"417",-49.25,-16,2016,2,403.661224365234,0.523822963237762,NA,1,NA
"418",-49.25,-15.75,2015,2,396.604827880859,0.517473816871643,NA,1,NA
"419",-49.25,-15.75,2016,2,400.009368896484,0.583117663860321,NA,1,NA
"420",-49.25,-15.5,2016,2,399.674743652344,0.490476042032242,NA,1,NA
"421",-49.25,-15.25,2016,2,401.493591308594,0.491804853081703,0,2,0
"422",-49.25,-15,2016,2,400.941925048828,0.529860711097717,0,5,0
"423",-49.25,-14.75,2016,2,403.181457519531,0.460934346914291,0,5,0
"424",-49.25,-8.5,2016,2,401.226654052734,0.38242045044899,0,3,0
"425",-49.25,-2.5,2016,2,401.309204101562,0.416476711630821,0,2,0
"426",-49.25,-2.25,2016,2,401.181304931641,0.444983658465472,0,11,0
"427",-49.25,-2,2016,2,400.491729736328,0.359746038913727,0,3,0
"428",-49.25,-1.75,2016,2,401.622894287109,0.439798724651337,0,5,0
"429",-49,-25,2015,2,395.670043945312,0.505071411530177,0,3,0
"430",-49,-24.75,2015,2,393.865356445312,0.505367815494537,0,2,0
"431",-49,-23.5,2016,2,401.559600830078,0.479033216834068,0,2,0
"432",-49,-23.25,2016,2,400.697387695312,0.571928441524506,NA,1,NA
"433",-49,-18.25,2015,2,394.991424560547,0.568272340297699,0,5,0
"434",-49,-18,2015,2,396.369598388672,0.541057023737166,0,9,0
"435",-49,-17.25,2016,2,401.041564941406,0.460511686901251,0,12,0
"436",-49,-17,2016,2,402.781280517578,0.421746097505093,0,4,0
"437",-49,-16,2016,2,400.681396484375,0.51282012462616,0,2,0
"438",-49,-9.5,2016,2,401.386352539062,0.46226614051395,0,9,0
"439",-49,-9.25,2016,2,401.642150878906,0.559410929679871,NA,1,NA
"440",-49,-3,2016,2,400.036102294922,0.465440481901169,NA,1,NA
"441",-48.75,-26.5,2015,2,395.573211669922,0.387603282928467,NA,1,NA
"442",-48.75,-26.25,2015,2,394.685119628906,0.407504379749298,0,3,0
"443",-48.75,-26,2015,2,395.313842773438,0.467482715845108,0,2,0
"444",-48.75,-25.75,2015,2,395.957946777344,0.475558012723923,0,3,0
"445",-48.75,-25.5,2015,2,395.048461914062,0.505578696727753,NA,1,NA
"446",-48.75,-18.5,2015,2,393.904144287109,0.48038102388382,0,5,0
"447",-48.75,-18.25,2015,2,392.339660644531,0.531837329268456,0,4,0
"448",-48.75,-18.25,2016,2,402.004547119141,0.543514728546143,NA,1,NA
"449",-48.75,-18,2016,2,399.902740478516,0.532354846596718,0,4,0
"450",-48.75,-17.75,2015,2,394.389923095703,0.565994811058044,0,5,0
"451",-48.75,-17.25,2016,2,401.088897705078,0.562085032463074,0,3,0
"452",-48.75,-12,2015,2,396.440399169922,0.590783913930257,0,3,0
"453",-48.75,-4.75,2016,2,399.028533935547,0.379328086972237,0,2,0
"454",-48.75,-4.5,2016,2,400.524505615234,0.396983530786302,0,9,0
"455",-48.5,-27.25,2015,2,396.303039550781,0.43586180490606,0,17,0
"456",-48.5,-26.5,2015,2,395.549652099609,0.447758360550954,0,13,0
"457",-48.5,-26.25,2015,2,396.302825927734,0.483593553304672,NA,1,NA
"458",-48.5,-20.5,2015,2,396.025207519531,0.498972872893016,0,3,0
"459",-48.5,-20.25,2015,2,396.202453613281,0.553240165114403,0,2,0
"460",-48.5,-20,2015,2,396.080474853516,0.499671787023544,0,3,0
"461",-48.5,-18.5,2016,2,399.657470703125,0.495638445019722,0,2,0
"462",-48.5,-18.25,2016,2,400.650238037109,0.497126892209053,0,2,0
"463",-48.5,-11.75,2016,2,399.841644287109,0.700396815935771,0,3,0
"464",-48.5,-6,2016,2,399.307189941406,0.405251860618591,NA,1,NA
"465",-48.5,-5.25,2016,2,399.580383300781,0.373962879180908,0,2,0
"466",-48.5,0.5,2015,2,394.749633789062,0.370561386263648,0,43,0
"467",-48.25,-27.75,2015,2,395.972320556641,0.500765159078266,0,23,0
"468",-48.25,-27.5,2015,2,396.808044433594,0.458654320553729,0,19,0
"469",-48.25,-21,2015,2,395.548095703125,0.532757468521595,0,16,0
"470",-48.25,-20.75,2015,2,395.566558837891,0.539060935378075,0,12,0
"471",-48.25,-20.5,2015,2,396.408538818359,0.524119236639568,0,7,0
"472",-48.25,-20,2016,2,399.497711181641,0.44777837395668,0,4,0
"473",-48.25,-7.25,2016,2,400.635101318359,0.3608301452228,0,7,0
"474",-48.25,-6.5,2016,2,401.446594238281,0.357961595058441,NA,1,NA
"475",-48.25,0,2015,2,395.499633789062,0.425233083232394,0,106,0
"476",-48.25,0.25,2015,2,396.751342773438,0.381805226991051,0,95,0
"477",-48,-21,2015,2,398.006652832031,0.482346326112747,0,3,0
"478",-48,-20.75,2015,2,394.96337890625,0.439156278967857,0,2,0
"479",-48,-20.75,2016,2,399.015075683594,0.491598546504974,NA,1,NA
"480",-48,-8,2016,2,398.010925292969,0.474540621042252,NA,1,NA
"481",-48,-7.5,2016,2,397.976715087891,0.382210075855255,NA,1,NA
"482",-48,-7.25,2016,2,397.198974609375,0.374739229679108,NA,1,NA
"483",-47.75,-23,2015,2,396.054962158203,0.540425283568246,0,7,0
"484",-47.75,-21.75,2016,2,402.867584228516,0.469994515180588,NA,1,NA
"485",-47.75,-9.5,2016,2,401.814971923828,0.433373749256134,NA,1,NA
"486",-47.75,-9.25,2016,2,401.268676757812,0.478705326716105,0,3,0
"487",-47.5,-23.5,2015,2,395.679382324219,0.35677045583725,0,2,0
"488",-47.5,-23.5,2016,2,401.40283203125,0.451511445370587,0,11,0
"489",-47.5,-23.25,2016,2,402.712585449219,0.447890055676301,0,24,0
"490",-47.5,-10.5,2016,2,400.075744628906,0.445223110062735,0,14,0
"491",-47.5,-10.25,2016,2,400.426147460938,0.440952092409134,0,8,0
"492",-47.5,-10,2016,2,399.971862792969,0.442455510298411,0,3,0
"493",-47.5,-2.5,2016,2,399.886352539062,0.402251339875735,0,13,0
"494",-47.25,-25.75,2015,2,395.578369140625,0.326765045523643,0,28,0
"495",-47.25,-25.5,2015,2,394.834350585938,0.369010428587596,0,3,0
"496",-47.25,-25.25,2015,2,397.679779052734,0.35844835307863,0,9,0
"497",-47.25,-24.5,2016,2,400.445434570312,0.450835600495338,0,2,0
"498",-47.25,-24.25,2016,2,400.014862060547,0.470773220062256,NA,1,NA
"499",-47.25,-23.75,2016,2,400.190704345703,0.518280436595281,0,6,0
"500",-47.25,-23.5,2016,2,400.058319091797,0.473648372292519,0,10,0
"501",-47.25,-21.75,2016,2,399.883239746094,0.378610571225484,0,3,0
"502",-47.25,-17.5,2016,2,400.166625976562,0.578501760959625,NA,1,NA
"503",-47.25,-12,2016,2,400.148681640625,0.527165859937668,0,2,0
"504",-47.25,-11.75,2015,2,397.228515625,0.521632580459118,0,20,0
"505",-47.25,-11.75,2016,2,400.002777099609,0.470763877034187,0,2,0
"506",-47.25,-11.5,2015,2,397.418487548828,0.503440158234702,0,18,0
"507",-47.25,-11.5,2016,2,399.248870849609,0.479782010118167,0,6,0
"508",-47.25,-11.25,2015,2,396.911407470703,0.527973711490631,0,10,0
"509",-47.25,-11.25,2016,2,399.776031494141,0.526122331619263,NA,1,NA
"510",-47,-26.25,2015,2,397.406097412109,0.348492093880971,0,15,0
"511",-47,-12.5,2016,2,399.813140869141,0.439774880806605,0,3,0
"512",-47,-12.25,2016,2,399.957794189453,0.454382002353668,NA,1,NA
"513",-47,-12,2016,2,399.511199951172,0.478549470504125,0,3,0
"514",-47,-4.75,2016,2,400.279022216797,0.653248012065887,NA,1,NA
"515",-47,-4.5,2016,2,400.035400390625,0.591777963297708,0,7,0
"516",-47,-4.25,2016,2,400.279388427734,0.565000683069229,0,2,0
"517",-46.75,-23.75,2016,2,400.026763916016,0.610001492500305,0,5,0
"518",-46.75,-23.5,2016,2,400.019348144531,0.583848637342453,0,5,0
"519",-46.75,-14.25,2016,2,400.36279296875,0.557691097259521,NA,1,NA
"520",-46.75,-14,2016,2,400.6474609375,0.484065398573875,0,4,0
"521",-46.75,-13.75,2016,2,401.139068603516,0.480693626403809,0,10,0
"522",-46.75,-13.5,2016,2,401.176055908203,0.456433789973909,0,44,0
"523",-46.75,-13.25,2016,2,400.749542236328,0.497834205627441,0,13,0
"524",-46.75,-6.25,2016,2,400.09423828125,0.399677395820618,NA,1,NA
"525",-46.75,-6,2016,2,400.189086914062,0.378008883733016,0,13,0
"526",-46.75,-5.75,2016,2,400.054443359375,0.425674512982368,0,6,0
"527",-46.75,-5.25,2016,2,399.178588867188,0.38569712638855,0,9,0
"528",-46.5,-23.75,2016,2,400.663421630859,0.580459535121918,0,2,0
"529",-46.5,-23.5,2016,2,400.920623779297,0.498846530914307,0,7,0
"530",-46.5,-21.75,2015,2,396.191558837891,0.564842462539673,NA,1,NA
"531",-46.5,-15.25,2016,2,399.138732910156,0.534727495908737,0,5,0
"532",-46.5,-6.5,2016,2,399.840911865234,0.43572832942009,0,5,0
"533",-46.25,-21.75,2016,2,399.558197021484,0.519083857536316,NA,1,NA
"534",-46.25,-16.25,2016,2,399.374389648438,0.502945584058762,0,10,0
"535",-46.25,-16,2016,2,399.698028564453,0.479912428125258,0,31,0
"536",-46.25,-15.75,2016,2,399.136444091797,0.524785834550858,0,10,0
"537",-46.25,-15.5,2016,2,399.581451416016,0.649511992931366,NA,1,NA
"538",-46.25,-8.5,2016,2,399.178131103516,0.45911672554518,0,38,0
"539",-46.25,-8.25,2016,2,399.292663574219,0.487204166321919,0,29,0
"540",-46.25,-8,2016,2,399.779907226562,0.510030448436737,0,18,0
"541",-46,-22.75,2016,2,399.345642089844,0.569644504785538,0,10,0
"542",-46,-22.5,2016,2,399.967681884766,0.488575302064419,0,4,0
"543",-46,-17.5,2016,2,399.108032226562,0.515156388282776,0,3,0
"544",-46,-17.25,2016,2,400.073547363281,0.489539729697364,0,14,0
"545",-46,-17,2016,2,399.739013671875,0.50501948595047,NA,1,NA
"546",-46,-16.5,2016,2,399.021911621094,0.534169912338257,NA,1,NA
"547",-46,-16.25,2016,2,399.174041748047,0.425648212432861,NA,1,NA
"548",-46,-10,2016,2,403.149505615234,0.389009237289429,NA,1,NA
"549",-46,-9.75,2016,2,400.315704345703,0.405231095526529,0,46,0
"550",-46,-9.5,2016,2,403.323577880859,0.391397881011168,0,72,0
"551",-46,-9.25,2016,2,401.967559814453,0.386069683441475,0,67,0
"552",-46,-9,2016,2,401.598175048828,0.417702953020732,0,12,0
"553",-46,-8.5,2016,2,401.421539306641,0.499990478157997,0,2,0
"554",-45.75,-18.25,2016,2,399.991302490234,0.623936772346497,NA,1,NA
"555",-45.75,-18,2016,2,401.651763916016,0.648016393184662,0,3,0
"556",-45.75,-11,2016,2,398.105712890625,0.413367114961147,0,20,0
"557",-45.75,-10.75,2016,2,401.25146484375,0.427158424854279,0,50,0
"558",-45.75,-10.5,2016,2,400.376342773438,0.448882759578766,0,62,0
"559",-45.75,-10.25,2016,2,401.000915527344,0.431806440213147,0,85,0
"560",-45.75,-10,2016,2,399.080718994141,0.409424170647582,0,73,0
"561",-45.75,-9.75,2016,2,400.289154052734,0.4164578230942,0,17,0
"562",-45.5,-19,2016,2,403.605621337891,0.569290300210317,0,3,0
"563",-45.5,-13.25,2015,2,395.440155029297,0.468613733847936,0,3,0
"564",-45.5,-13,2015,2,395.305206298828,0.513956099748611,0,7,0
"565",-45.5,-12.75,2015,2,394.366882324219,0.600155242851802,0,7,0
"566",-45.5,-12,2016,2,399.451416015625,0.469843098095485,0,7,0
"567",-45.5,-11.75,2016,2,397.763214111328,0.391471046113199,0,62,0
"568",-45.5,-11.5,2016,2,399.373840332031,0.415995538234711,0,57,0
"569",-45.5,-11.25,2016,2,398.520812988281,0.414784526092964,0,57,0
"570",-45.5,-11,2016,2,400.424224853516,0.395675105483908,0,38,0
"571",-45.25,-14.25,2015,2,394.619171142578,0.444139001766841,0,15,0
"572",-45.25,-14,2015,2,395.607055664062,0.4237977899611,0,40,0
"573",-45.25,-13.75,2015,2,395.732360839844,0.456906353726107,0,17,0
"574",-45.25,-13.5,2015,2,395.187469482422,0.477933946996927,0,8,0
"575",-45.25,-13.25,2015,2,393.215087890625,0.483359593898058,0,16,0
"576",-45.25,-13.25,2016,2,398.543395996094,0.416128536420209,0,28,0
"577",-45.25,-13,2016,2,399.569702148438,0.42061804912307,0,44,0
"578",-45.25,-12.75,2016,2,399.3994140625,0.435590776205063,0,25,0
"579",-45.25,-12.5,2016,2,399.650939941406,0.43863512078921,0,3,0
"580",-45.25,-12.25,2016,2,399.865936279297,0.438970392241197,0,17,0
"581",-45.25,-12,2016,2,399.600524902344,0.423754259943962,0,2,0
"582",-45.25,-7,2015,2,394.571899414062,0.467588633298874,NA,1,NA
"583",-45,-21,2015,2,394.587097167969,0.479207664728165,0,2,0
"584",-45,-20.75,2015,2,396.625701904297,0.677168190479279,NA,1,NA
"585",-45,-15.5,2015,2,395.740264892578,0.411795402115042,0,11,0
"586",-45,-15.25,2015,2,395.821228027344,0.41519683709851,0,27,0
"587",-45,-15,2015,2,395.047302246094,0.427154618387039,0,52,0
"588",-45,-14.75,2015,2,395.196075439453,0.445476811665755,0,13,0
"589",-45,-14.5,2015,2,394.227111816406,0.464504878108318,0,26,0
"590",-45,-14.5,2016,2,399.929595947266,0.371123224496841,0,2,0
"591",-45,-14.25,2015,2,395.265930175781,0.425639415780703,0,12,0
"592",-45,-14.25,2016,2,399.631866455078,0.389293519106317,0,47,0
"593",-45,-14,2016,2,399.222869873047,0.375133697415741,0,71,0
"594",-45,-13.75,2016,2,399.720977783203,0.385698670787471,0,56,0
"595",-45,-13.5,2016,2,399.677398681641,0.395973013914548,0,65,0
"596",-45,-13.25,2016,2,400.218109130859,0.410234234295785,0,32,0
"597",-44.75,-16.25,2015,2,394.909515380859,0.56486976146698,NA,1,NA
"598",-44.75,-16,2015,2,396.217132568359,0.434683300256729,0,25,0
"599",-44.75,-15.75,2015,2,394.309631347656,0.451986646652222,0,5,0
"600",-44.75,-15.5,2015,2,396.297637939453,0.413234535385581,0,17,0
"601",-44.75,-15.25,2015,2,395.752380371094,0.426588803529739,0,2,0
"602",-44.75,-15,2016,2,400.034301757812,0.450198575854301,0,2,0
"603",-44.75,-14.75,2016,2,400.385955810547,0.412396685165517,0,17,0
"604",-44.75,-14.5,2016,2,399.868194580078,0.397218147462065,0,22,0
"605",-44.75,-14.25,2016,2,400.515197753906,0.372708997130394,0,10,0
"606",-44.75,-8.25,2016,2,400.188293457031,0.550928437709808,0,5,0
"607",-44.75,-8,2016,2,399.691436767578,0.537508030732473,0,3,0
"608",-44.75,-1.5,2016,2,399.835662841797,0.389071686400308,0,9,0
"609",-44.5,-17.5,2015,2,396.079467773438,0.406723454594612,0,2,0
"610",-44.5,-17.25,2015,2,394.027313232422,0.42036592066288,0,10,0
"611",-44.5,-17,2015,2,393.774353027344,0.438520405441523,0,8,0
"612",-44.5,-15.75,2016,2,399.338409423828,0.554711878299713,NA,1,NA
"613",-44.5,-10.25,2016,2,400.831970214844,0.442633107304573,0,2,0
"614",-44.5,-10,2016,2,399.285858154297,0.431740996028696,0,28,0
"615",-44.5,-9.75,2016,2,400.159301757812,0.501257906357447,0,3,0
"616",-44.5,-9.5,2016,2,400.040283203125,0.400076121091843,NA,1,NA
"617",-44.5,-9,2016,2,399.870025634766,0.570163160562515,0,2,0
"618",-44.5,-8.5,2016,2,399.5849609375,0.512199096381664,0,4,0
"619",-44.5,-2.5,2016,2,399.972625732422,0.395749577217632,0,18,0
"620",-44.25,-18,2015,2,393.962005615234,0.451085637013117,0,3,0
"621",-44.25,-11.5,2016,2,399.989379882812,0.415020018815994,NA,1,NA
"622",-44.25,-11.25,2016,2,399.854309082031,0.393838924355805,0,32,0
"623",-44.25,-11,2016,2,399.807250976562,0.383724017275704,0,54,0
"624",-44.25,-10.75,2016,2,400.078155517578,0.385070390999317,0,20,0
"625",-44.25,-10.5,2016,2,399.854858398438,0.440935951471329,0,5,0
"626",-44.25,-10.25,2016,2,399.402954101562,0.471217125654221,0,3,0
"627",-44.25,-10,2016,2,399.509704589844,0.433839663863182,0,6,0
"628",-44.25,-3.25,2016,2,401.103546142578,0.551516830921173,NA,1,NA
"629",-44,-20,2015,2,395.113128662109,0.444062918424606,0,3,0
"630",-44,-19.75,2015,2,395.255981445312,0.406840365380049,0,8,0
"631",-44,-19,2015,2,393.879577636719,0.631669461727142,NA,1,NA
"632",-44,-12.5,2016,2,398.256744384766,0.41325181722641,0,12,0
"633",-44,-12.25,2016,2,400.589782714844,0.444600604474545,0,4,0
"634",-44,-12,2016,2,397.986663818359,0.412599598890857,0,38,0
"635",-44,-11.75,2016,2,400.585815429688,0.392027537188222,0,62,0
"636",-44,-11.5,2016,2,400.503448486328,0.401316650535749,0,46,0
"637",-44,-11.25,2016,2,399.164794921875,0.393367702210391,0,27,0
"638",-43.75,-21,2015,2,396.579833984375,0.416035769801391,0,19,0
"639",-43.75,-20.75,2015,2,396.157562255859,0.431395109494527,0,15,0
"640",-43.75,-20,2015,2,396.370361328125,0.457372486591339,NA,1,NA
"641",-43.75,-13.75,2016,2,399.586853027344,0.406920316815376,0,10,0
"642",-43.75,-13.5,2016,2,399.637725830078,0.383914362300526,0,55,0
"643",-43.75,-13.25,2016,2,400.002746582031,0.399101717550246,0,61,0
"644",-43.75,-13,2016,2,399.380340576172,0.408930897325664,0,77,0
"645",-43.75,-12.75,2016,2,399.644195556641,0.406902144636427,0,70,0
"646",-43.75,-12.5,2016,2,399.061706542969,0.413124294951558,0,32,0
"647",-43.75,-12,2016,2,400.014953613281,0.354828685522079,NA,1,NA
"648",-43.75,-11.75,2016,2,399.651275634766,0.372897464036942,0,5,0
