"","lon_grid","lat_grid","ano","mes","xco2_mean","uncertanty_mean","xco2_sd","nobs","xco2_se"
"649",-43.75,-6,2016,2,399.333679199219,0.398043937981129,0,4,0
"650",-43.75,-5,2016,2,400.307861328125,0.695613861083984,NA,1,NA
"651",-43.5,-22.25,2015,2,396.036529541016,0.405557014725425,0,11,0
"652",-43.5,-22,2015,2,396.467163085938,0.432909869230711,0,13,0
"653",-43.5,-21.75,2015,2,396.157196044922,0.4514024913311,0,5,0
"654",-43.5,-21.5,2015,2,397.152130126953,0.411001187562943,0,5,0
"655",-43.5,-21.25,2015,2,396.275329589844,0.421225503087044,0,6,0
"656",-43.5,-21,2015,2,396.303283691406,0.414810247146166,0,13,0
"657",-43.5,-14.75,2016,2,399.721527099609,0.424867656826973,0,20,0
"658",-43.5,-14.5,2016,2,400.452209472656,0.430911275847205,0,29,0
"659",-43.5,-14.25,2016,2,398.729949951172,0.388508814484326,0,67,0
"660",-43.5,-14,2016,2,400.515716552734,0.385785674951116,0,122,0
"661",-43.5,-13.75,2016,2,398.561553955078,0.380077240864436,0,105,0
"662",-43.5,-13.5,2016,2,399.602783203125,0.372017616262803,0,78,0
"663",-43.5,-13.25,2016,2,400.1357421875,0.367990830477248,0,47,0
"664",-43.5,-13,2016,2,399.932250976562,0.365585094690323,0,20,0
"665",-43.5,-7,2016,2,400.229705810547,0.372783650954564,0,6,0
"666",-43.5,-6.75,2016,2,399.453491210938,0.527473151683807,NA,1,NA
"667",-43.25,-23.5,2015,2,395.882873535156,0.327630236744881,0,2,0
"668",-43.25,-23.25,2015,2,396.407989501953,0.350671851209232,0,28,0
"669",-43.25,-22.75,2015,2,396.451965332031,0.365987852215767,0,24,0
"670",-43.25,-22.5,2015,2,396.244140625,0.408565340297563,0,14,0
"671",-43.25,-22.25,2015,2,396.72216796875,0.390970147791363,0,21,0
"672",-43.25,-15.75,2016,2,400.401458740234,0.523955722649892,0,3,0
"673",-43.25,-15.5,2016,2,400.58056640625,0.441421014341441,0,22,0
"674",-43.25,-15.25,2016,2,400.328125,0.393265030450291,0,54,0
"675",-43.25,-15,2016,2,401.257934570312,0.383156231564024,0,46,0
"676",-43.25,-14.75,2016,2,399.449432373047,0.367293411890666,0,75,0
"677",-43.25,-14.5,2016,2,401.040863037109,0.368880330908055,0,49,0
"678",-43.25,-14.25,2016,2,399.448303222656,0.339924531138462,0,46,0
"679",-43.25,-14,2016,2,401.337310791016,0.354339877764384,0,6,0
"680",-43.25,-8.5,2016,2,399.661560058594,0.370777279138565,NA,1,NA
"681",-43.25,-7.25,2016,2,400.241943359375,0.459986299276352,0,2,0
"682",-43,-23.5,2015,2,396.735626220703,0.315623056244206,0,37,0
"683",-43,-23.25,2015,2,396.623626708984,0.331089824438095,0,11,0
"684",-43,-23,2015,2,395.580291748047,0.409834513068199,0,10,0
"685",-43,-22.5,2015,2,396.030151367188,0.457008570432663,0,2,0
"686",-43,-17,2016,2,401.149566650391,0.483444362878799,NA,1,NA
"687",-43,-16.25,2016,2,400.743621826172,0.387217064698537,0,3,0
"688",-43,-16,2016,2,400.334411621094,0.377809357914058,0,22,0
"689",-43,-15.75,2016,2,401.042694091797,0.353154075595568,0,53,0
"690",-43,-15.5,2016,2,399.987884521484,0.359606778827207,0,58,0
"691",-43,-15.25,2016,2,400.493896484375,0.354574691165577,0,33,0
"692",-43,-10,2016,2,400.245391845703,0.426766484975815,0,3,0
"693",-43,-2.75,2016,2,400.958709716797,0.348384876784525,0,38,0
"694",-43,-2.5,2016,2,400.375915527344,0.277463308225075,0,48,0
"695",-42.75,-18.25,2016,2,402.575378417969,0.444944605231285,0,2,0
"696",-42.75,-17.5,2016,2,402.885375976562,0.404552721977234,0,5,0
"697",-42.75,-17.25,2016,2,403.89453125,0.427738475222741,0,31,0
"698",-42.75,-17,2016,2,402.304412841797,0.41215406358242,0,8,0
"699",-42.75,-16.75,2016,2,404.576995849609,0.418881624937057,0,4,0
"700",-42.75,-16.5,2016,2,400.803894042969,0.444217443466187,0,3,0
"701",-42.75,-10.75,2016,2,399.559631347656,0.382366637820783,0,23,0
"702",-42.75,-10.5,2016,2,401.019927978516,0.385814361128153,0,51,0
"703",-42.75,-10.25,2016,2,398.784606933594,0.370452070143074,0,64,0
"704",-42.75,-10,2016,2,399.669219970703,0.360115408416717,0,62,0
"705",-42.75,-9.75,2016,2,399.295318603516,0.369940181076527,0,60,0
"706",-42.75,-9.5,2016,2,401.318817138672,0.404996566474438,0,12,0
"707",-42.75,-3.75,2016,2,398.481811523438,0.388500049710274,0,2,0
"708",-42.75,-3.5,2015,2,396.025909423828,0.521927568647597,0,9,0
"709",-42.75,-3.5,2016,2,400.246643066406,0.375162518024445,0,5,0
"710",-42.75,-3,2015,2,396.972473144531,0.363618869334459,0,8,0
"711",-42.75,-2.75,2015,2,396.617309570312,0.352954909205437,0,64,0
"712",-42.5,-19,2016,2,401.392639160156,0.51013594865799,NA,1,NA
"713",-42.5,-18.5,2016,2,401.493774414062,0.458745246583765,0,11,0
"714",-42.5,-18.25,2016,2,399.408752441406,0.475179386138916,0,5,0
"715",-42.5,-17.75,2016,2,400.678588867188,0.412990905344486,0,4,0
"716",-42.5,-17.5,2016,2,401.814666748047,0.430989815129174,0,9,0
"717",-42.5,-11.5,2016,2,400.918579101562,0.500906154513359,0,6,0
"718",-42.5,-11.25,2016,2,402.396179199219,0.447703808546066,0,2,0
"719",-42.5,-11,2016,2,400.903961181641,0.407639938957837,0,49,0
"720",-42.5,-10.75,2016,2,399.962585449219,0.391638717668898,0,68,0
"721",-42.5,-10.5,2016,2,400.809112548828,0.354979471020077,0,23,0
"722",-42.5,-4.5,2016,2,401.026397705078,0.387846261262894,0,2,0
"723",-42.5,-4,2015,2,397.300201416016,0.492981698364019,0,16,0
"724",-42.25,-19.5,2016,2,402.356079101562,0.431439812978109,0,15,0
"725",-42.25,-19.25,2016,2,400.367980957031,0.421697109937668,0,2,0
"726",-42.25,-18.5,2016,2,399.895965576172,0.395743384957314,0,2,0
"727",-42.25,-12.75,2016,2,400.137145996094,0.457291201353073,0,25,0
"728",-42.25,-12.5,2016,2,401.550872802734,0.439558493594329,0,12,0
"729",-42.25,-12.25,2016,2,401.137634277344,0.446994406171143,0,32,0
"730",-42.25,-12,2016,2,400.901184082031,0.485154837369919,0,11,0
"731",-42.25,-11.75,2016,2,400.350036621094,0.440811616844601,0,45,0
"732",-42.25,-6.25,2016,2,399.953582763672,0.375437349081039,0,3,0
"733",-42.25,-6,2016,2,401.550933837891,0.375377833843231,NA,1,NA
"734",-42.25,-5.75,2016,2,400.702178955078,0.375882714986801,NA,1,NA
"735",-42.25,-5.25,2016,2,399.342926025391,0.346844953298569,0,5,0
"736",-42,-21.5,2016,2,402.095184326172,0.480473538239797,0,3,0
"737",-42,-21.25,2016,2,405.800201416016,0.497772805392742,0,4,0
"738",-42,-19.75,2016,2,400.951812744141,0.408591821789742,0,2,0
"739",-42,-19.5,2016,2,401.11474609375,0.438695445656776,0,2,0
"740",-42,-14,2016,2,401.189453125,0.357290662825108,0,8,0
"741",-42,-13.75,2016,2,401.28857421875,0.352177435388932,0,52,0
"742",-42,-13.5,2016,2,401.204925537109,0.434619763205128,0,31,0
"743",-42,-13.25,2016,2,399.638397216797,0.440029259948503,0,42,0
"744",-42,-13,2016,2,400.445739746094,0.456198263735998,0,21,0
"745",-42,-12.75,2016,2,400.164825439453,0.445189333275745,0,19,0
"746",-42,-7.5,2016,2,399.812438964844,0.487899892032146,0,4,0
"747",-42,-6.25,2016,2,400.007781982422,0.388884320855141,0,2,0
"748",-41.75,-21.25,2016,2,400.026153564453,0.46227432290713,0,9,0
"749",-41.75,-21,2016,2,400.695892333984,0.541975378990173,0,2,0
"750",-41.75,-15,2016,2,400.927154541016,0.411284016238319,0,9,0
"751",-41.75,-14.75,2016,2,400.844024658203,0.394580808069025,0,28,0
"752",-41.75,-14.5,2016,2,398.832794189453,0.382601872086525,0,32,0
"753",-41.75,-14.25,2016,2,400.087371826172,0.363464440460558,0,54,0
"754",-41.75,-14,2016,2,400.352813720703,0.353464425934686,0,45,0
"755",-41.75,-13.75,2016,2,399.365112304688,0.350849648316701,0,3,0
"756",-41.75,-8.5,2015,2,395.876983642578,0.552051827311516,0,12,0
"757",-41.75,-8.5,2016,2,400.864227294922,0.636997640132904,NA,1,NA
"758",-41.75,-8.25,2015,2,395.900451660156,0.605436110496521,0,15,0
"759",-41.75,-7.75,2016,2,399.173217773438,0.470781087875366,NA,1,NA
"760",-41.5,-22.25,2016,2,400.350494384766,0.507572650909424,NA,1,NA
"761",-41.5,-16,2016,2,399.314025878906,0.406058210778881,0,37,0
"762",-41.5,-15.75,2016,2,400.170471191406,0.410044821103414,0,15,0
"763",-41.5,-15.5,2016,2,399.126312255859,0.407809499502182,0,50,0
"764",-41.5,-15.25,2016,2,401.228179931641,0.409303830428557,0,11,0
"765",-41.5,-15,2016,2,401.919219970703,0.408807724714279,0,7,0
"766",-41.5,-9.75,2016,2,402.359344482422,0.358484615882238,0,6,0
"767",-41.5,-9.5,2016,2,402.153289794922,0.457356542348862,0,10,0
"768",-41.5,-9.25,2016,2,400.6611328125,0.499952760835489,0,24,0
"769",-41.5,-3,2015,2,395.716613769531,0.415940731142958,0,48,0
"770",-41.25,-17,2016,2,400.439849853516,0.43997248262167,0,4,0
"771",-41.25,-16.75,2016,2,400.162200927734,0.412238150835037,NA,1,NA
"772",-41.25,-16.5,2016,2,400.579010009766,0.394655391573906,0,4,0
"773",-41.25,-16.25,2016,2,401.270660400391,0.438485562801361,NA,1,NA
"774",-41.25,-16,2016,2,399.917205810547,0.393852060039838,0,6,0
"775",-41.25,-10.75,2016,2,401.214294433594,0.471957831613479,0,31,0
"776",-41.25,-10.5,2015,2,395.338928222656,0.604266136884689,0,4,0
"777",-41.25,-10.25,2015,2,395.622497558594,0.596165096759796,0,5,0
"778",-41.25,-9.75,2016,2,400.489654541016,0.373716465064457,0,7,0
"779",-41.25,-4,2015,2,394.903228759766,0.492418102920055,0,4,0
"780",-41.25,-3.75,2015,2,395.890380859375,0.506960928440094,NA,1,NA
"781",-41.25,-3.5,2015,2,395.922180175781,0.39442703127861,0,9,0
"782",-41,-18.25,2016,2,401.470886230469,0.491593052943548,0,3,0
"783",-41,-17.75,2015,2,395.043609619141,0.42299147695303,0,4,0
"784",-41,-17.75,2016,2,400.867767333984,0.401823595166206,0,2,0
"785",-41,-17.5,2016,2,401.168243408203,0.473510205745697,NA,1,NA
"786",-41,-11.75,2016,2,400.902465820312,0.494887238740921,0,5,0
"787",-41,-11.5,2016,2,399.766967773438,0.473273433390118,0,21,0
"788",-41,-11,2016,2,400.115234375,0.489094197750092,0,2,0
"789",-41,-5,2015,2,395.198211669922,0.464795991778374,0,4,0
"790",-41,-4.75,2015,2,395.184509277344,0.491994247624749,0,19,0
"791",-41,-4.5,2015,2,395.326599121094,0.471743530035019,0,10,0
"792",-40.75,-19,2016,2,403.158172607422,0.370247036218643,NA,1,NA
"793",-40.75,-13.25,2016,2,399.650299072266,0.384227312803268,0,25,0
"794",-40.75,-13,2016,2,398.996398925781,0.37435094723061,0,67,0
"795",-40.75,-12.75,2016,2,399.896789550781,0.420611568472602,0,55,0
"796",-40.75,-12.5,2015,2,396.052734375,0.431827425956726,NA,1,NA
"797",-40.75,-12.5,2016,2,400.565887451172,0.429950385608456,0,44,0
"798",-40.75,-12.25,2016,2,398.530242919922,0.465449082223993,0,19,0
"799",-40.5,-20.5,2015,2,395.784912109375,0.377103702588515,0,22,0
"800",-40.5,-20.5,2016,2,399.965209960938,0.349121382361964,0,19,0
"801",-40.5,-20.25,2016,2,399.504608154297,0.364154710219457,0,26,0
"802",-40.5,-20,2016,2,400.213226318359,0.403666188319524,0,3,0
"803",-40.5,-14.5,2016,2,399.909088134766,0.435282051563263,NA,1,NA
"804",-40.5,-14.25,2016,2,401.336639404297,0.448289290070534,0,2,0
"805",-40.5,-14,2016,2,399.445434570312,0.418754262583596,0,7,0
"806",-40.5,-13.75,2016,2,400.673828125,0.427639198044072,0,69,0
"807",-40.5,-13.5,2016,2,399.139739990234,0.429795241515551,0,112,0
"808",-40.5,-13.25,2016,2,399.990661621094,0.409788955003023,0,56,0
"809",-40.5,-7,2015,2,395.624572753906,0.395332078138987,0,36,0
"810",-40.5,-6.75,2015,2,394.833709716797,0.369144795835018,0,20,0
"811",-40.25,-15.5,2016,2,399.68408203125,0.376582386818799,0,11,0
"812",-40.25,-15.25,2016,2,401.489532470703,0.37946636043489,0,32,0
"813",-40.25,-15,2016,2,401.832672119141,0.423747810845574,0,48,0
"814",-40.25,-14.75,2015,2,394.846130371094,0.584491968154907,NA,1,NA
"815",-40.25,-14.75,2016,2,400.54931640625,0.442211680114269,0,4,0
"816",-40.25,-14.5,2016,2,400.8740234375,0.435908744412084,0,31,0
"817",-40.25,-14.25,2016,2,401.202667236328,0.388196417918572,0,39,0
"818",-40.25,-14,2016,2,400.257415771484,0.386545093620525,0,34,0
"819",-40.25,-13.75,2016,2,400.555938720703,0.40804880609115,0,12,0
"820",-40.25,-7.75,2015,2,395.128875732422,0.450309693813324,NA,1,NA
"821",-40.25,-7.5,2015,2,396.089965820312,0.453004509210587,NA,1,NA
"822",-40.25,-7.25,2015,2,396.268768310547,0.417703658342361,0,2,0
"823",-40.25,-7,2015,2,396.665008544922,0.354241050779819,0,4,0
"824",-40,-16.75,2016,2,399.633392333984,0.42420827349027,0,3,0
"825",-40,-16.5,2016,2,400.593536376953,0.380393229424953,0,40,0
"826",-40,-16.25,2016,2,399.202697753906,0.363335156330356,0,54,0
"827",-40,-16,2016,2,400.471954345703,0.347543443952288,0,49,0
"828",-40,-15.75,2015,2,394.828521728516,0.424179285764694,0,2,0
"829",-40,-15.75,2016,2,400.207153320312,0.36775283018748,0,27,0
"830",-40,-15.5,2016,2,400.299835205078,0.363701581954956,0,6,0
"831",-40,-9,2016,2,399.333679199219,0.397615987062454,0,5,0
"832",-40,-8.75,2016,2,400.076690673828,0.424780249595642,0,3,0
"833",-40,-8.5,2016,2,400.354064941406,0.448704227805138,0,2,0
"834",-40,-8.25,2016,2,400.340667724609,0.445887237787247,0,7,0
"835",-39.75,-17.5,2016,2,400.160003662109,0.446435297236723,0,17,0
"836",-39.75,-17.25,2016,2,401.06982421875,0.403159716725349,0,40,0
"837",-39.75,-17,2016,2,401.363006591797,0.398029478424687,0,59,0
"838",-39.75,-16.75,2016,2,398.6591796875,0.387431985139847,0,30,0
"839",-39.75,-16.5,2016,2,400.441589355469,0.395579725503922,NA,1,NA
"840",-39.75,-9.5,2016,2,397.95654296875,0.365880886713664,0,3,0
"841",-39.75,-9.25,2016,2,399.845153808594,0.381471668896468,0,23,0
"842",-39.75,-9,2016,2,400.135192871094,0.358926965792974,0,15,0
"843",-39.75,-3.25,2015,2,394.987457275391,0.370011074202401,0,7,0
"844",-39.75,-3,2016,2,400.452850341797,0.455881081521511,0,8,0
"845",-39.5,-18,2016,2,401.618530273438,0.449142817258835,0,25,0
"846",-39.5,-17.75,2016,2,400.625579833984,0.547428011894226,NA,1,NA
"847",-39.5,-17.5,2015,2,395.421783447266,0.459961851437887,0,3,0
"848",-39.5,-17.5,2016,2,400.728240966797,0.393139570951462,0,2,0
"849",-39.5,-17.25,2016,2,400.886535644531,0.420100106133355,0,9,0
"850",-39.5,-4.5,2015,2,395.453369140625,0.448146983981133,0,2,0
"851",-39.25,-13.25,2015,2,395.280975341797,0.48197595278422,0,18,0
"852",-39.25,-13.25,2016,2,403.403259277344,0.381769984960556,0,3,0
"853",-39.25,-13,2015,2,395.795104980469,0.492729348294875,0,34,0
"854",-39.25,-12.5,2015,2,394.593231201172,0.606490552425385,NA,1,NA
"855",-39.25,-6.25,2015,2,394.9775390625,0.511652534916287,0,42,0
"856",-39.25,-6,2015,2,393.980224609375,0.528291385749291,0,58,0
"857",-39.25,-5.75,2015,2,395.371185302734,0.544730369981967,0,19,0
"858",-39.25,-5.75,2016,2,402.230377197266,0.376145124435425,NA,1,NA
"859",-39.25,-4.75,2016,2,402.158569335938,0.365459399563926,0,7,0
"860",-39.25,-4,2016,2,402.541076660156,0.402427196502686,NA,1,NA
"861",-39,-14.5,2015,2,395.869201660156,0.340426847338676,0,2,0
"862",-39,-14.5,2016,2,402.540344238281,0.301550656557083,NA,1,NA
"863",-39,-14.25,2015,2,396.340637207031,0.354846665392751,0,23,0
"864",-39,-14.25,2016,2,402.244842529297,0.356669100125631,0,15,0
"865",-39,-14,2015,2,395.690704345703,0.431554624667534,0,13,0
"866",-39,-14,2016,2,401.769958496094,0.359376758337021,0,16,0
"867",-39,-13.75,2015,2,396.618255615234,0.541860997676849,NA,1,NA
"868",-39,-13.75,2016,2,402.14794921875,0.413321268558502,0,5,0
"869",-39,-13.5,2016,2,401.205993652344,0.390669986605644,0,2,0
"870",-39,-13.25,2016,2,402.244293212891,0.399568712711334,0,10,0
"871",-39,-13,2016,2,402.711669921875,0.36090974137187,0,8,0
"872",-39,-12.75,2016,2,402.879058837891,0.377646468579769,0,16,0
"873",-39,-7.5,2015,2,396.085998535156,0.477290890283055,0,18,0
"874",-39,-7.25,2015,2,396.326263427734,0.516420022481018,0,36,0
"875",-39,-6.5,2016,2,402.851684570312,0.350635953247547,0,4,0
"876",-39,-6.25,2016,2,401.178863525391,0.351381010734118,0,13,0
"877",-39,-6,2016,2,402.721313476562,0.579369684060415,0,3,0
"878",-39,-5.75,2016,2,402.228790283203,0.378843456506729,NA,1,NA
"879",-38.75,-14.5,2016,2,402.393402099609,0.341695830225945,0,4,0
"880",-38.75,-8.75,2015,2,395.83740234375,0.3599490493536,0,10,0
"881",-38.75,-8.5,2015,2,395.711151123047,0.432769174161165,0,23,0
"882",-38.75,-8.25,2015,2,396.586242675781,0.480751565984778,0,37,0
"883",-38.75,-8.25,2016,2,401.865570068359,0.405498477319876,0,12,0
"884",-38.75,-8,2015,2,396.390991210938,0.472762803668561,0,69,0
"885",-38.75,-8,2016,2,401.899291992188,0.380566378754954,0,62,0
"886",-38.75,-7.75,2015,2,396.620483398438,0.488451135331306,0,69,0
"887",-38.75,-7.75,2016,2,402.798980712891,0.400903989161764,0,14,0
"888",-38.75,-7.5,2015,2,397.060638427734,0.497849280635516,0,18,0
"889",-38.75,-7.5,2016,2,402.726043701172,0.392256089619228,0,7,0
"890",-38.75,-7.25,2016,2,402.913452148438,0.443551560242971,0,3,0
"891",-38.5,-9.75,2015,2,396.095092773438,0.433655567859349,0,19,0
"892",-38.5,-9.5,2015,2,396.001159667969,0.415406666696072,0,12,0
"893",-38.5,-9.5,2016,2,403.055053710938,0.360201895236969,NA,1,NA
"894",-38.5,-9.25,2016,2,403.010711669922,0.351737481175047,0,33,0
"895",-38.5,-9,2015,2,396.034606933594,0.36546765267849,0,2,0
"896",-38.5,-9,2016,2,402.730072021484,0.345036009947459,0,45,0
"897",-38.5,-8.75,2015,2,396.522399902344,0.347209378525063,0,27,0
"898",-38.5,-8.75,2016,2,402.674224853516,0.364672984927893,0,56,0
"899",-38.5,-8.5,2016,2,403.294464111328,0.364169791988705,0,69,0
"900",-38.5,-8.25,2016,2,401.80859375,0.390809333883226,0,64,0
"901",-38.5,-8,2016,2,402.868530273438,0.403727316856384,0,5,0
"902",-38.25,-10.75,2015,2,396.233032226562,0.432607769966125,0,6,0
"903",-38.25,-10.5,2015,2,396.506591796875,0.43154680232207,0,12,0
"904",-38.25,-10,2015,2,396.569091796875,0.420968522799426,0,58,0
"905",-38.25,-10,2016,2,402.990844726562,0.417741388082504,NA,1,NA
"906",-38.25,-9.75,2015,2,396.33740234375,0.477058079312829,0,17,0
"907",-38.25,-9.75,2016,2,402.289001464844,0.357340686519941,0,30,0
"908",-38.25,-9.5,2016,2,402.400970458984,0.355761074884371,0,44,0
"909",-38.25,-9.25,2016,2,402.194274902344,0.355355916838897,0,19,0
"910",-38,-12,2015,2,396.281433105469,0.412708848714828,NA,1,NA
"911",-38,-11.75,2015,2,396.450653076172,0.430811400214831,0,12,0
"912",-38,-11.5,2015,2,396.820098876953,0.436880672261828,0,21,0
"913",-38,-11.25,2015,2,396.325164794922,0.423263674974442,0,5,0
"914",-38,-10.75,2016,2,402.481750488281,0.385186910629272,NA,1,NA
"915",-38,-10.5,2015,2,396.821166992188,0.560536235570908,0,2,0
"916",-38,-10.25,2015,2,396.609832763672,0.532184541225433,0,2,0
"917",-38,-4.5,2016,2,402.900299072266,0.362823961746125,0,21,0
"918",-37.75,-12.5,2015,2,397.270874023438,0.331832085494642,0,54,0
"919",-37.75,-12.5,2016,2,402.481597900391,0.321045168808528,0,56,0
"920",-37.75,-12.25,2015,2,396.256378173828,0.360786200811466,0,24,0
"921",-37.75,-12.25,2016,2,403.043334960938,0.334849374492963,0,60,0
"922",-37.75,-12,2015,2,395.373291015625,0.426907390356064,NA,1,NA
"923",-37.75,-12,2016,2,402.203399658203,0.391654056807359,0,12,0
"924",-37.75,-11.75,2016,2,402.14599609375,0.402714945375919,0,4,0
"925",-37.75,-11.5,2016,2,402.593292236328,0.379325268899693,0,17,0
"926",-37.75,-5.5,2016,2,402.755584716797,0.353596895933151,0,2,0
"927",-37.75,-5.25,2015,2,396.665100097656,0.47899662884506,0,37,0
"928",-37.75,-5,2015,2,396.479827880859,0.414776270428012,0,31,0
"929",-37.75,-4.75,2015,2,396.867889404297,0.406723767518997,0,3,0
"930",-37.75,-4.75,2016,2,402.328582763672,0.35775371392568,0,6,0
"931",-37.75,-4.5,2015,2,396.211273193359,0.36114501953125,0,4,0
"932",-37.75,-4.5,2016,2,402.505310058594,0.358172755210828,0,39,0
"933",-37.5,-6.75,2016,2,402.099090576172,0.373795485631986,0,44,0
"934",-37.5,-6.5,2015,2,395.274505615234,0.401920229196548,NA,1,NA
"935",-37.5,-6.5,2016,2,402.428039550781,0.365740801852483,0,52,0
"936",-37.5,-6.25,2016,2,403.089874267578,0.390087805914156,0,33,0
"937",-37.5,-6,2016,2,402.790679931641,0.370699909139187,0,47,0
"938",-37.5,-5.75,2016,2,403.478607177734,0.359723891530718,0,7,0
"939",-37.25,-8,2016,2,402.870971679688,0.491848388686776,0,16,0
"940",-37.25,-7.75,2015,2,397.221984863281,0.438351478746959,0,35,0
"941",-37.25,-7.75,2016,2,402.649505615234,0.495060983631346,0,18,0
"942",-37.25,-7.5,2015,2,397.041259765625,0.436154514551163,0,58,0
"943",-37.25,-7.5,2016,2,402.927490234375,0.424857825413346,0,80,0
"944",-37.25,-7.25,2015,2,397.295166015625,0.440881012117161,0,51,0
"945",-37.25,-7.25,2016,2,401.828582763672,0.37698844119684,0,67,0
"946",-37.25,-7,2015,2,396.771484375,0.366540239615874,0,66,0
"947",-37.25,-7,2016,2,402.717559814453,0.371383502086004,0,75,0
"948",-37.25,-6.75,2015,2,397.761596679688,0.401528199131672,0,26,0
"949",-37.25,-6.75,2016,2,403.002563476562,0.379897071421146,0,20,0
"950",-37,-9,2015,2,396.529663085938,0.456733644008636,0,2,0
"951",-37,-8.5,2015,2,396.786285400391,0.472566664218903,0,3,0
"952",-37,-8.25,2015,2,397.028137207031,0.457338512688875,0,40,0
"953",-37,-8,2015,2,397.056945800781,0.46034581639937,0,28,0
"954",-37,-8,2016,2,402.786895751953,0.489308625459671,0,20,0
"955",-37,-7.75,2015,2,396.662475585938,0.473369499047597,0,3,0
"956",-37,-7.5,2016,2,402.910858154297,0.52920725941658,0,2,0
"957",-36.75,-10,2016,2,402.441925048828,0.400739379227161,0,12,0
"958",-36.75,-9.5,2015,2,396.637237548828,0.497133240103722,0,12,0
"959",-36.75,-9.25,2015,2,397.396179199219,0.493348037824035,0,16,0
"960",-36.75,-9,2015,2,397.383911132812,0.475015938282013,0,6,0
"961",-36.25,-5.75,2015,2,396.813781738281,0.475470807817247,0,9,0
"962",-36.25,-5.5,2015,2,396.498779296875,0.498510859906673,0,4,0
"963",-36,-6.25,2015,2,396.974487304688,0.641784876585007,0,2,0
"964",-35.75,-8.25,2015,2,396.923187255859,0.466342002153397,NA,1,NA
"965",-35.75,-7.75,2016,2,401.847381591797,0.382634624838829,0,6,0
"966",-35.5,-9.25,2015,2,395.430816650391,0.419811646143595,0,12,0
"967",-35.5,-9,2015,2,395.689422607422,0.461024820804596,NA,1,NA
"968",-35.5,-8.25,2015,2,397.459991455078,0.516919553279877,0,2,0
"969",-35.5,-8.25,2016,2,401.447723388672,0.359482268492381,0,3,0
"970",-35.5,-7.75,2016,2,401.368469238281,0.368327657381694,0,6,0
"971",-35.25,-9,2016,2,400.881591796875,0.377378661008108,0,42,0
"972",-35.25,-8.75,2016,2,401.530548095703,0.370840844511986,0,10,0
"973",-35.25,-8.5,2016,2,402.073303222656,0.478739768266678,NA,1,NA
